math,physics,chemistry,cs,coding_interest,analytical_interest,machine_interest,building_interest,electronics_interest,logic_aptitude,target_career
91,71,43,97,93,21,100,22,10,57,Cloud / DevOps
61,62,61,99,19,26,85,38,76,86,Software Development
42,100,85,79,11,99,53,25,64,46,Robotics / Automation
74,76,77,86,19,39,59,21,23,43,Civil Engineering
83,73,67,72,57,48,27,58,27,48,Data Science / AI
72,89,78,40,77,82,11,88,93,51,Cloud / DevOps
84,74,69,68,54,37,90,29,62,86,Mechanical Engineering
91,86,58,82,21,22,27,25,85,79,Electronics & Communication
60,51,60,90,64,50,27,41,45,40,Cloud / DevOps
89,79,80,84,80,86,86,87,46,33,Cybersecurity
65,78,82,88,36,76,87,75,34,80,Robotics / Automation
92,82,75,94,92,16,40,73,59,44,Data Science / AI
74,58,67,61,73,91,86,19,77,31,Electronics & Communication
64,69,58,69,50,26,59,82,63,76,Civil Engineering
46,75,70,60,79,97,32,70,19,32,Data Science / AI
84,86,45,61,11,43,37,15,17,80,Electronics & Communication
63,57,82,71,46,90,74,63,64,81,Data Science / AI
71,41,79,52,91,78,78,88,29,65,Software Development
75,76,90,51,49,20,75,36,29,98,Robotics / Automation
40,74,97,97,60,85,91,93,97,38,Robotics / Automation
78,64,82,57,99,65,40,17,41,41,Cloud / DevOps
82,79,85,100,24,68,88,87,17,69,Mechanical Engineering
80,64,69,43,25,11,100,27,99,31,Electrical Engineering
64,65,62,77,73,54,76,76,43,51,Civil Engineering
62,88,70,74,26,44,25,13,52,84,Mechanical Engineering
70,74,82,59,77,18,43,83,90,39,Electronics & Communication
65,67,49,60,68,75,56,17,73,51,Civil Engineering
67,85,73,78,30,42,23,83,96,44,Electrical Engineering
87,69,75,73,75,10,15,11,41,35,Robotics / Automation
78,63,40,72,56,59,29,32,14,100,Electrical Engineering
96,85,84,97,38,51,41,63,50,64,Data Science / AI
76,74,60,69,83,57,25,74,96,36,Data Science / AI
84,90,67,66,38,76,15,61,18,89,Mechanical Engineering
75,81,48,40,49,51,21,80,68,31,Civil Engineering
66,53,62,72,57,35,47,82,48,61,Robotics / Automation
68,93,74,80,57,85,73,35,79,61,Mechanical Engineering
84,54,85,73,10,62,13,39,79,74,Electrical Engineering
85,55,46,89,52,10,94,58,49,43,Cloud / DevOps
80,58,56,95,77,40,63,72,17,48,Cybersecurity
57,96,56,86,21,15,39,76,62,77,Civil Engineering
70,81,61,72,68,20,84,22,74,47,Robotics / Automation
75,56,81,65,19,85,82,17,65,46,Cloud / DevOps
71,57,40,71,47,43,50,60,99,71,Electronics & Communication
100,83,69,70,67,44,39,19,35,47,Data Science / AI
75,80,52,95,29,23,31,67,69,70,Electrical Engineering
85,82,76,75,25,78,55,36,67,69,Robotics / Automation
85,80,64,64,43,25,21,30,97,68,Electrical Engineering
76,95,51,48,37,51,28,21,41,75,Electrical Engineering
77,72,72,79,75,16,96,48,43,52,Mechanical Engineering
71,94,45,60,61,67,81,80,41,42,Robotics / Automation
73,47,67,100,23,27,25,11,17,58,Cybersecurity
75,75,51,63,35,61,57,97,90,40,Electronics & Communication
69,67,89,85,19,12,18,35,92,86,Electrical Engineering
58,75,77,95,21,52,25,15,69,36,Cybersecurity
98,56,57,52,83,65,60,73,13,78,Cloud / DevOps
71,78,84,73,32,55,37,33,45,65,Robotics / Automation
70,74,57,100,29,14,88,89,88,61,Robotics / Automation
50,74,100,75,73,62,80,71,17,41,Robotics / Automation
72,66,67,99,59,27,63,35,92,97,Electrical Engineering
41,95,48,70,90,79,12,58,55,91,Electronics & Communication
68,80,46,83,72,54,82,74,51,79,Robotics / Automation
100,51,72,63,33,13,50,86,38,33,Mechanical Engineering
81,72,60,83,17,70,77,55,84,59,Mechanical Engineering
100,69,80,51,22,41,94,40,44,98,Software Development
60,79,92,81,38,83,59,55,32,52,Cloud / DevOps
70,71,51,85,85,50,99,55,85,33,Robotics / Automation
88,65,62,79,82,82,28,82,34,93,Cybersecurity
68,71,100,70,32,72,14,21,17,59,Cloud / DevOps
69,62,81,71,12,77,71,10,52,55,Cybersecurity
65,91,91,64,53,32,51,17,12,48,Cybersecurity
47,87,59,89,24,77,56,19,57,80,Data Science / AI
45,85,51,88,53,48,51,27,30,85,Robotics / Automation
75,57,63,87,93,50,32,100,81,75,Data Science / AI
76,80,99,46,95,85,32,58,49,67,Data Science / AI
99,73,56,51,32,10,99,83,60,34,Mechanical Engineering
72,85,68,100,87,50,88,38,91,43,Cloud / DevOps
53,71,51,81,28,52,19,40,54,70,Cybersecurity
88,65,40,78,91,21,100,95,91,72,Cloud / DevOps
81,78,88,55,11,43,36,41,98,38,Electronics & Communication
85,89,43,80,42,23,10,16,59,86,Electrical Engineering
67,70,75,66,31,62,73,58,54,99,Electrical Engineering
64,72,53,55,22,71,83,93,97,58,Mechanical Engineering
85,54,79,83,67,19,14,47,12,70,Mechanical Engineering
49,61,87,57,23,19,53,31,58,50,Data Science / AI
68,78,81,70,80,21,53,86,88,91,Electrical Engineering
66,93,96,92,65,93,31,87,65,50,Civil Engineering
76,59,57,84,16,22,52,36,34,82,Electronics & Communication
81,93,79,47,79,43,94,46,48,60,Software Development
90,57,64,79,16,60,83,80,72,49,Electrical Engineering
100,100,79,71,56,10,64,21,47,91,Cloud / DevOps
83,85,65,100,22,13,36,31,91,67,Electrical Engineering
78,79,79,82,70,24,49,60,70,92,Mechanical Engineering
87,62,61,55,21,92,79,59,33,77,Electrical Engineering
81,83,76,100,57,33,67,15,43,86,Robotics / Automation
74,82,53,68,43,38,44,82,17,49,Civil Engineering
85,84,65,73,99,95,22,20,95,74,Cloud / DevOps
52,66,83,85,85,39,80,17,59,96,Electrical Engineering
82,72,70,63,78,97,70,83,40,90,Cybersecurity
85,78,77,65,20,60,14,74,83,96,Electrical Engineering
42,88,62,59,25,67,32,31,37,54,Cybersecurity
85,66,85,86,15,64,20,97,65,55,Civil Engineering
85,51,88,79,90,28,86,43,50,38,Software Development
69,74,43,82,59,81,60,80,51,65,Civil Engineering
59,51,47,95,76,68,11,99,89,96,Electrical Engineering
65,95,61,44,24,63,29,28,82,42,Data Science / AI
58,90,67,65,82,22,46,78,54,82,Civil Engineering
77,79,86,100,43,59,93,72,83,90,Mechanical Engineering
69,52,63,79,32,45,61,28,89,81,Electrical Engineering
60,57,75,74,60,52,98,40,16,90,Mechanical Engineering
75,60,66,58,57,12,53,48,49,65,Robotics / Automation
88,87,42,58,99,97,22,39,27,68,Cloud / DevOps
52,62,68,48,51,44,63,87,92,41,Cloud / DevOps
61,56,73,76,66,37,62,72,76,77,Software Development
64,74,61,70,75,30,18,49,100,94,Electrical Engineering
100,92,50,89,27,77,82,13,32,54,Mechanical Engineering
87,54,82,100,17,41,14,68,16,76,Cloud / DevOps
58,58,85,79,45,57,69,74,60,45,Software Development
83,77,75,51,40,57,72,86,67,52,Robotics / Automation
90,89,66,74,85,80,54,54,30,63,Software Development
52,79,78,73,46,13,59,16,30,57,Cloud / DevOps
91,66,78,56,92,38,96,36,44,82,Software Development
74,69,73,68,97,11,70,26,92,52,Software Development
73,84,63,46,38,42,87,49,100,65,Robotics / Automation
100,92,50,87,58,54,68,42,37,89,Mechanical Engineering
67,75,74,70,96,76,89,60,84,43,Mechanical Engineering
63,61,56,60,75,94,57,81,92,66,Mechanical Engineering
73,61,80,100,97,23,71,18,53,65,Cybersecurity
66,75,77,83,45,43,93,93,48,54,Mechanical Engineering
76,83,77,52,76,40,17,86,61,70,Data Science / AI
88,85,58,75,13,93,73,47,43,83,Robotics / Automation
85,68,86,100,59,14,84,100,83,54,Electronics & Communication
63,51,74,87,38,97,78,91,70,75,Electronics & Communication
71,93,49,87,48,31,94,81,33,67,Mechanical Engineering
65,97,99,61,70,26,43,81,33,72,Civil Engineering
66,84,64,74,93,21,38,55,38,69,Electrical Engineering
75,43,69,62,52,57,43,84,47,89,Data Science / AI
67,93,51,89,70,16,91,84,84,39,Robotics / Automation
70,67,81,81,34,74,25,97,58,97,Civil Engineering
83,86,65,63,48,62,16,29,27,55,Civil Engineering
58,59,100,97,62,82,68,28,50,53,Data Science / AI
54,52,77,84,72,52,90,32,50,37,Software Development
83,68,68,80,67,45,36,31,83,50,Electronics & Communication
76,40,66,59,21,26,88,65,91,84,Electronics & Communication
77,100,75,69,64,71,59,10,14,98,Cloud / DevOps
88,79,76,85,57,11,51,77,34,32,Civil Engineering
100,55,77,58,96,10,90,41,38,74,Cybersecurity
83,58,63,69,26,23,59,74,85,69,Electrical Engineering
89,85,51,75,18,15,48,47,68,96,Electronics & Communication
64,53,66,69,53,65,97,27,53,92,Civil Engineering
100,78,49,64,34,31,61,12,39,58,Cybersecurity
90,100,46,41,37,12,85,74,31,45,Robotics / Automation
100,77,56,84,93,14,58,91,42,98,Software Development
40,72,74,91,86,16,94,23,93,32,Mechanical Engineering
59,73,56,79,98,24,63,66,58,45,Electronics & Communication
61,65,55,86,42,70,99,29,36,31,Mechanical Engineering
87,68,70,48,63,94,22,94,76,64,Electrical Engineering
70,71,100,54,63,23,75,89,25,66,Mechanical Engineering
96,86,74,100,23,73,35,87,35,63,Civil Engineering
80,77,69,97,76,35,55,100,62,67,Data Science / AI
91,62,50,71,15,80,73,36,98,91,Electronics & Communication
62,71,88,66,40,10,11,95,21,44,Civil Engineering
74,72,82,40,83,95,73,29,21,95,Software Development
65,75,88,66,22,42,92,39,68,67,Robotics / Automation
46,81,60,53,69,16,22,32,15,67,Civil Engineering
65,69,60,40,96,50,64,24,22,35,Software Development
88,91,79,54,27,94,92,31,52,75,Robotics / Automation
71,71,78,87,89,44,21,57,53,53,Software Development
63,73,76,100,61,61,68,44,59,91,Electrical Engineering
85,83,71,100,93,31,24,26,99,37,Data Science / AI
81,59,91,87,23,63,85,71,82,86,Electrical Engineering
68,64,74,83,88,58,55,88,13,46,Robotics / Automation
77,76,95,94,72,24,62,66,15,38,Mechanical Engineering
77,86,54,82,93,50,11,100,96,97,Data Science / AI
100,68,57,63,95,53,76,76,98,42,Cloud / DevOps
58,60,64,49,94,41,71,54,94,79,Cybersecurity
75,85,56,100,81,88,16,11,92,50,Cloud / DevOps
82,87,60,90,73,31,19,72,51,60,Civil Engineering
58,85,72,84,52,45,16,74,38,100,Civil Engineering
57,58,78,57,92,58,61,40,20,88,Robotics / Automation
81,51,82,52,83,67,21,73,67,70,Software Development
83,81,59,85,73,93,12,23,61,82,Software Development
78,63,54,40,81,80,10,21,87,68,Data Science / AI
80,48,71,70,93,95,68,53,56,36,Data Science / AI
85,67,65,88,68,52,81,89,86,90,Electronics & Communication
80,76,77,47,67,24,22,94,38,30,Civil Engineering
86,81,54,70,53,55,91,47,80,96,Robotics / Automation
74,69,75,100,99,23,15,31,73,47,Cloud / DevOps
91,52,79,98,23,42,88,35,34,45,Electrical Engineering
80,88,100,93,37,68,34,53,23,83,Software Development
78,87,72,75,91,96,85,25,67,88,Data Science / AI
69,95,57,100,73,10,77,16,80,85,Robotics / Automation
82,51,75,40,75,32,98,84,32,46,Data Science / AI
84,85,61,77,59,94,86,87,51,94,Robotics / Automation
100,64,54,100,63,87,98,41,45,80,Civil Engineering
100,72,85,99,47,67,27,27,62,95,Mechanical Engineering
63,64,88,100,99,80,50,80,90,57,Cloud / DevOps
83,58,99,65,36,89,47,97,54,46,Cybersecurity
69,77,93,90,74,79,98,91,51,44,Robotics / Automation
81,78,70,85,81,71,84,83,95,83,Cybersecurity
40,67,73,54,64,11,76,23,13,78,Cybersecurity
80,68,96,100,16,95,17,35,44,50,Mechanical Engineering
68,69,68,66,97,42,28,17,98,67,Electrical Engineering
77,60,53,86,79,14,55,67,23,58,Cloud / DevOps
84,59,83,63,40,75,99,46,98,36,Electronics & Communication
78,84,69,83,59,63,97,50,80,36,Mechanical Engineering
67,69,66,61,42,35,89,66,38,77,Electronics & Communication
72,48,62,69,87,35,34,47,67,52,Software Development
71,68,69,83,33,32,75,25,58,35,Electrical Engineering
88,62,51,56,45,81,43,26,30,62,Software Development
67,66,58,51,52,69,100,29,15,49,Civil Engineering
68,74,78,64,86,16,90,88,94,68,Robotics / Automation
68,58,69,59,83,80,55,19,100,70,Electrical Engineering
83,45,64,80,33,76,18,74,30,83,Electronics & Communication
77,100,75,56,78,61,21,54,38,57,Cybersecurity
73,45,68,60,52,56,47,37,89,97,Electronics & Communication
88,63,68,63,81,93,11,24,95,74,Cloud / DevOps
100,67,97,89,40,92,88,89,41,35,Civil Engineering
82,77,75,40,97,51,58,24,59,62,Cybersecurity
70,84,69,49,13,76,57,75,75,87,Electronics & Communication
74,97,88,73,15,47,93,34,51,95,Mechanical Engineering
89,66,44,58,22,31,78,78,10,38,Civil Engineering
98,67,66,69,36,95,90,37,97,84,Electrical Engineering
100,96,100,72,36,78,99,65,92,39,Mechanical Engineering
79,49,92,53,13,68,52,14,21,39,Software Development
78,55,61,59,32,42,81,19,83,59,Electronics & Communication
65,63,61,90,62,59,67,90,61,85,Civil Engineering
58,75,88,65,12,59,96,25,78,30,Mechanical Engineering
64,68,87,78,84,15,99,19,55,94,Data Science / AI
67,79,53,87,47,97,48,87,21,66,Civil Engineering
81,67,57,59,66,58,60,94,13,90,Civil Engineering
83,90,60,83,30,78,38,27,60,99,Mechanical Engineering
43,63,69,58,91,28,48,96,92,77,Software Development
60,61,74,71,80,81,28,25,15,30,Electrical Engineering
41,40,60,83,78,80,20,49,36,74,Cloud / DevOps
40,64,62,99,62,92,75,28,30,53,Cloud / DevOps
69,77,72,40,88,42,34,24,33,36,Electronics & Communication
86,75,77,100,69,92,80,19,47,38,Robotics / Automation
43,97,65,80,22,35,84,72,52,75,Mechanical Engineering
74,65,61,80,95,93,40,22,46,38,Data Science / AI
52,83,63,54,50,72,67,52,88,69,Cybersecurity
68,90,61,81,82,82,56,50,64,51,Software Development
64,83,80,100,50,41,38,92,65,65,Civil Engineering
72,82,71,98,56,27,96,52,71,89,Robotics / Automation
64,83,67,73,55,49,72,80,23,52,Mechanical Engineering
76,75,68,78,45,27,78,35,43,39,Mechanical Engineering
98,86,83,66,12,74,90,13,84,81,Mechanical Engineering
61,86,83,100,14,80,43,79,79,90,Civil Engineering
65,68,45,67,93,29,56,60,38,67,Cybersecurity
89,65,79,71,69,74,75,21,60,76,Electronics & Communication
79,54,71,40,11,94,40,88,97,51,Electrical Engineering
72,47,88,88,67,30,32,82,82,48,Electronics & Communication
82,94,55,100,55,15,38,72,39,38,Civil Engineering
88,68,87,55,43,57,39,15,95,56,Electronics & Communication
62,62,62,55,59,70,68,15,15,71,Data Science / AI
93,68,75,64,100,76,91,45,43,99,Data Science / AI
47,76,41,73,58,93,58,56,85,39,Electronics & Communication
54,100,83,76,42,58,38,76,61,75,Civil Engineering
93,59,78,78,54,72,71,87,10,94,Cybersecurity
78,91,80,80,66,31,39,19,75,65,Electrical Engineering
50,57,68,76,29,33,30,56,87,45,Cloud / DevOps
58,100,92,85,63,52,24,71,96,91,Civil Engineering
76,68,55,76,71,36,85,30,92,82,Electrical Engineering
78,53,75,72,41,15,26,83,85,50,Electrical Engineering
46,59,63,100,90,75,15,83,28,37,Cybersecurity
83,51,77,47,43,33,76,61,86,32,Electronics & Communication
91,64,68,98,20,37,67,87,70,91,Cybersecurity
55,51,61,93,38,62,86,28,84,53,Electronics & Communication
52,40,63,84,43,31,97,53,68,38,Cloud / DevOps
93,65,63,95,58,59,26,23,12,55,Electronics & Communication
46,66,72,83,74,97,63,29,87,42,Cybersecurity
67,72,40,63,70,88,86,14,78,94,Mechanical Engineering
81,57,70,83,21,71,94,26,87,99,Electrical Engineering
69,74,55,71,96,93,65,76,63,77,Civil Engineering
84,74,61,79,15,99,77,64,39,91,Robotics / Automation
85,41,87,68,54,85,99,83,22,84,Cybersecurity
81,89,49,62,42,71,39,20,46,99,Electrical Engineering
70,60,96,59,42,34,10,100,10,96,Data Science / AI
66,75,51,67,76,10,58,93,36,70,Civil Engineering
79,67,68,65,62,56,23,29,64,62,Mechanical Engineering
52,76,96,75,78,64,82,56,88,65,Robotics / Automation
78,82,50,100,36,62,80,81,71,52,Robotics / Automation
78,96,59,100,81,81,71,42,49,74,Cloud / DevOps
86,80,73,70,27,94,25,39,67,50,Data Science / AI
93,74,40,54,37,75,61,53,80,36,Electrical Engineering
72,76,69,96,59,91,10,21,28,90,Electrical Engineering
45,74,42,88,21,18,43,38,57,40,Software Development
73,78,57,98,59,61,88,93,76,66,Mechanical Engineering
90,80,68,85,32,91,73,66,11,55,Robotics / Automation
64,84,94,94,34,14,86,75,76,59,Mechanical Engineering
64,77,50,85,96,14,56,40,93,30,Cybersecurity
81,43,52,69,21,45,61,55,95,80,Electronics & Communication
70,53,75,79,85,35,76,11,100,38,Electrical Engineering
72,60,85,100,80,46,81,84,54,74,Cybersecurity
67,62,77,68,38,87,34,68,61,30,Mechanical Engineering
72,83,41,98,32,62,74,23,81,39,Robotics / Automation
76,65,68,74,53,24,75,42,78,62,Electronics & Communication
49,94,70,82,58,82,71,41,53,88,Robotics / Automation
89,56,77,70,85,13,71,24,43,38,Cloud / DevOps
87,40,68,64,91,38,96,99,39,70,Cloud / DevOps
81,79,59,62,55,76,78,11,99,63,Mechanical Engineering
73,58,82,68,46,21,61,96,53,39,Electronics & Communication
40,66,54,45,32,70,50,55,37,64,Cybersecurity
56,73,89,80,97,34,73,35,40,60,Robotics / Automation
65,78,63,62,36,39,35,41,89,75,Cybersecurity
57,45,64,77,23,25,20,96,94,93,Software Development
73,65,55,85,79,15,71,57,89,70,Cloud / DevOps
55,83,54,61,83,45,72,33,75,65,Robotics / Automation
52,64,84,84,38,83,26,16,77,84,Robotics / Automation
89,79,53,69,79,14,74,54,60,52,Cloud / DevOps
63,91,52,91,25,99,76,68,50,31,Mechanical Engineering
88,99,63,87,96,36,58,84,22,71,Cybersecurity
100,62,46,41,88,43,33,80,43,60,Cybersecurity
85,43,64,82,70,88,53,56,33,93,Electrical Engineering
77,78,73,98,36,63,99,57,56,81,Robotics / Automation
60,61,58,89,67,33,83,26,83,59,Data Science / AI
88,78,87,53,44,40,81,65,58,55,Mechanical Engineering
100,94,81,100,29,70,11,32,63,93,Cybersecurity
50,64,58,87,90,76,78,50,72,68,Mechanical Engineering
59,83,90,87,81,82,16,60,22,50,Software Development
79,57,57,97,37,42,70,90,22,87,Civil Engineering
86,71,63,40,43,56,56,81,81,62,Electronics & Communication
58,100,50,78,12,62,25,54,96,55,Electronics & Communication
90,53,72,91,32,46,55,51,96,95,Electronics & Communication
75,100,44,94,67,20,58,88,46,89,Civil Engineering
72,83,76,61,90,28,31,91,53,83,Cloud / DevOps
78,44,79,80,19,20,30,53,39,70,Civil Engineering
84,87,75,77,93,47,100,44,87,80,Cybersecurity
61,61,87,100,66,56,85,76,67,82,Cybersecurity
71,72,56,96,33,12,26,40,94,62,Electrical Engineering
84,100,56,68,36,31,60,23,22,38,Robotics / Automation
78,81,66,59,80,16,13,60,77,40,Software Development
88,82,56,99,43,89,29,20,93,79,Electronics & Communication
92,74,71,84,39,41,46,66,90,46,Electrical Engineering
62,72,40,90,77,31,13,14,94,75,Civil Engineering
51,94,65,71,70,69,79,44,80,86,Mechanical Engineering
65,67,91,40,99,79,32,85,86,88,Civil Engineering
94,77,51,55,90,91,82,65,77,98,Cybersecurity
100,57,52,95,54,71,79,39,21,86,Mechanical Engineering
80,57,73,56,56,62,43,29,48,31,Software Development
91,87,77,81,76,27,54,46,70,98,Software Development
100,71,52,83,98,72,71,48,11,85,Cybersecurity
100,56,64,82,86,39,10,80,57,54,Cloud / DevOps
74,57,86,100,81,65,60,41,30,79,Cloud / DevOps
77,58,46,79,38,43,20,64,90,60,Electronics & Communication
91,79,69,64,46,93,78,44,62,54,Mechanical Engineering
58,84,83,47,33,27,47,24,91,88,Robotics / Automation
98,80,90,50,44,99,89,72,34,71,Mechanical Engineering
54,69,77,100,29,16,78,12,33,43,Mechanical Engineering
85,68,54,97,44,26,66,11,39,41,Cybersecurity
60,96,65,100,11,73,37,53,63,69,Robotics / Automation
85,69,62,68,57,69,99,14,52,40,Cybersecurity
81,73,61,72,17,44,60,19,79,90,Electrical Engineering
76,40,76,57,34,42,58,11,25,61,Electrical Engineering
57,46,43,50,66,41,14,35,68,42,Electronics & Communication
64,100,62,78,95,36,70,59,97,69,Civil Engineering
81,73,68,53,30,90,15,80,76,45,Electronics & Communication
96,99,44,56,71,91,48,35,56,36,Cloud / DevOps
70,57,77,61,24,40,91,65,51,31,Cybersecurity
100,89,73,93,45,84,25,60,41,31,Software Development
91,63,57,76,84,98,70,98,86,49,Cybersecurity
87,74,46,60,21,41,30,73,21,73,Civil Engineering
73,70,99,50,90,17,17,55,92,49,Software Development
82,94,100,67,26,72,39,50,81,74,Electronics & Communication
82,80,72,73,34,12,98,58,55,47,Robotics / Automation
81,40,80,77,15,72,100,66,81,67,Electronics & Communication
71,100,59,67,34,82,33,79,54,71,Civil Engineering
100,59,61,72,69,45,86,80,30,38,Electronics & Communication
87,75,50,65,29,67,47,43,79,76,Electronics & Communication
65,70,76,82,10,91,74,58,33,32,Civil Engineering
48,87,73,99,89,40,51,18,94,98,Electrical Engineering
81,88,76,99,34,77,97,73,80,49,Robotics / Automation
82,70,100,91,51,62,92,51,24,42,Electronics & Communication
83,52,50,80,94,18,15,26,32,34,Data Science / AI
77,62,72,100,23,72,34,22,14,79,Robotics / Automation
85,54,68,60,77,89,99,85,42,36,Cybersecurity
69,65,62,52,38,87,19,11,36,92,Data Science / AI
73,63,40,100,69,91,17,56,81,83,Electronics & Communication
91,66,70,53,100,17,88,44,77,35,Software Development
100,100,72,93,48,19,37,76,22,42,Civil Engineering
